,Şehir,İlçe,Geçerli oy sayısı,Oy kullanan seçmen sayısı,Kayıtlı seçmen sayısı,Sandık sayısı ,AK PARTİ,MHP,CHP,İYİ PARTİ,HDP,SAADET PARTİSİ,CUMHUR İTTİFAKI,MİLLET İTTİFAKI,VATAN PARTİSİ,HÜDA PAR,BĞMZ
10,Osmaniye,Osmaniye Merkez,145282.0,147607.0,172884.0,497.0,49974.0,49962.0,16458.0,15906.0,7328.0,1870.0,2699.0,222.0,237.0,626.0,0.0
19,Osmaniye,Sumbas,8746.0,9012.0,10678.0,36.0,2902.0,2405.0,1253.0,1864.0,41.0,44.0,123.0,19.0,53.0,42.0,0.0
22,Osmaniye,Toprakkale,10390.0,10518.0,10861.0,38.0,2403.0,4044.0,1361.0,1479.0,800.0,90.0,167.0,13.0,13.0,20.0,0.0
4,Rize,Ardeşen,26264.0,26846.0,30661.0,116.0,15221.0,2904.0,4686.0,2223.0,257.0,592.0,264.0,54.0,28.0,27.0,8.0
31,Rize,Derepazarı,5061.0,5154.0,5698.0,24.0,3567.0,715.0,407.0,161.0,24.0,102.0,60.0,8.0,6.0,3.0,8.0
13,Rize,Fındıklı,10774.0,11127.0,12697.0,51.0,4529.0,786.0,3663.0,1120.0,403.0,89.0,111.0,31.0,23.0,14.0,5.0
28,Rize,Güneysu,9720.0,9890.0,10627.0,39.0,7814.0,928.0,391.0,329.0,13.0,109.0,98.0,14.0,11.0,9.0,4.0
34,Rize,Hemşin,1822.0,1867.0,2173.0,13.0,1050.0,149.0,413.0,117.0,29.0,19.0,19.0,4.0,12.0,6.0,4.0
19,Rize,Kalkandere,8221.0,8375.0,9033.0,43.0,5772.0,858.0,644.0,575.0,147.0,122.0,60.0,4.0,7.0,6.0,26.0
22,Rize,Pazar,20721.0,21274.0,24653.0,106.0,11381.0,2534.0,4615.0,1242.0,323.0,228.0,258.0,41.0,58.0,29.0,12.0
25,Rize,Rize Merkez,91851.0,93655.0,106683.0,343.0,60820.0,11887.0,9587.0,5139.0,665.0,2253.0,934.0,174.0,134.0,75.0,183.0
7,Rize,Çamlıhemşin,4458.0,4575.0,5320.0,38.0,2830.0,503.0,773.0,167.0,55.0,43.0,63.0,6.0,11.0,6.0,1.0
10,Rize,Çayeli,28529.0,29037.0,33038.0,137.0,19322.0,4551.0,1969.0,1665.0,115.0,387.0,384.0,47.0,36.0,42.0,11.0
16,Rize,İkizdere,4214.0,4304.0,5061.0,38.0,3238.0,438.0,272.0,137.0,10.0,48.0,44.0,3.0,17.0,6.0,1.0
37,Rize,İyidere,5872.0,6010.0,6698.0,27.0,4404.0,654.0,380.0,213.0,7.0,104.0,70.0,11.0,11.0,5.0,13.0
27,Sakarya,Adapazarı,169975.0,172813.0,192628.0,551.0,90377.0,22897.0,27627.0,17536.0,4904.0,3644.0,2046.0,438.0,297.0,209.0,0.0
3,Sakarya,Akyazı,57648.0,58659.0,63513.0,202.0,39325.0,7642.0,4945.0,3190.0,295.0,1223.0,794.0,62.0,94.0,78.0,0.0
29,Sakarya,Arifiye,26565.0,27020.0,29476.0,91.0,15906.0,3681.0,2660.0,1956.0,1354.0,531.0,358.0,48.0,42.0,29.0,0.0
31,Sakarya,Erenler,54140.0,55021.0,60970.0,178.0,33981.0,7190.0,5538.0,4164.0,1310.0,1071.0,653.0,94.0,79.0,60.0,0.0
21,Sakarya,Ferizli,16681.0,17041.0,18451.0,65.0,9803.0,2590.0,1982.0,1555.0,150.0,257.0,241.0,38.0,35.0,30.0,0.0
5,Sakarya,Geyve,31628.0,32407.0,35671.0,145.0,18680.0,3688.0,3393.0,4155.0,438.0,644.0,378.0,56.0,107.0,89.0,0.0
7,Sakarya,Hendek,51574.0,52573.0,58085.0,204.0,29932.0,8510.0,5410.0,5296.0,770.0,580.0,797.0,109.0,94.0,76.0,0.0
23,Sakarya,Karapürçek,8050.0,8251.0,8988.0,29.0,5277.0,1106.0,775.0,350.0,99.0,287.0,107.0,20.0,14.0,15.0,0.0
9,Sakarya,Karasu,39886.0,40614.0,46447.0,145.0,22610.0,5602.0,5928.0,3379.0,853.0,708.0,561.0,76.0,109.0,60.0,0.0
11,Sakarya,Kaynarca,15962.0,16343.0,17656.0,73.0,10702.0,2272.0,1372.0,990.0,73.0,263.0,229.0,15.0,24.0,22.0,0.0
15,Sakarya,Kocaali,14630.0,15005.0,16665.0,63.0,8638.0,2004.0,1689.0,1385.0,150.0,490.0,175.0,23.0,44.0,32.0,0.0
17,Sakarya,Pamukova,18881.0,19316.0,21363.0,78.0,11252.0,2303.0,2427.0,2006.0,158.0,378.0,252.0,32.0,41.0,32.0,0.0
13,Sakarya,Sapanca,26751.0,27219.0,29607.0,97.0,14063.0,3409.0,4911.0,2264.0,897.0,745.0,324.0,76.0,42.0,20.0,0.0
33,Sakarya,Serdivan,79106.0,80312.0,89673.0,250.0,39760.0,10422.0,13566.0,9628.0,2527.0,1922.0,843.0,245.0,120.0,73.0,0.0
25,Sakarya,Söğütlü,9713.0,9928.0,10882.0,40.0,5678.0,989.0,1702.0,1019.0,57.0,120.0,92.0,16.0,21.0,19.0,0.0
19,Sakarya,Taraklı,4676.0,4828.0,5195.0,28.0,3008.0,647.0,391.0,417.0,13.0,119.0,48.0,4.0,17.0,12.0,0.0
21,Samsun,19.May,16565.0,17053.0,19340.0,71.0,10549.0,2222.0,1705.0,1480.0,101.0,227.0,183.0,24.0,34.0,33.0,7.0
3,Samsun,Alaçam,17027.0,17822.0,20159.0,94.0,7950.0,2439.0,3433.0,2369.0,249.0,158.0,228.0,45.0,83.0,64.0,9.0
19,Samsun,Asarcık,10477.0,10708.0,11831.0,52.0,6081.0,2963.0,503.0,557.0,18.0,97.0,196.0,8.0,17.0,34.0,3.0
31,Samsun,Atakum,115160.0,117032.0,132649.0,382.0,41973.0,15991.0,32740.0,17300.0,3488.0,1836.0,1093.0,409.0,201.0,77.0,52.0
27,Samsun,Ayvacık,12644.0,12974.0,14476.0,59.0,8122.0,2769.0,667.0,703.0,17.0,73.0,221.0,9.0,27.0,26.0,10.0
5,Samsun,Bafra,92850.0,95550.0,108815.0,369.0,46984.0,16374.0,12701.0,13039.0,813.0,1106.0,1209.0,191.0,220.0,198.0,15.0
33,Samsun,Canik,60675.0,62097.0,69450.0,217.0,35070.0,10771.0,7083.0,5208.0,387.0,853.0,993.0,129.0,96.0,73.0,12.0
9,Samsun,Havza,26247.0,27021.0,30219.0,139.0,12463.0,6279.0,4633.0,1605.0,365.0,337.0,404.0,38.0,66.0,50.0,7.0
11,Samsun,Kavak,14048.0,14531.0,16090.0,105.0,7491.0,2827.0,1581.0,1508.0,68.0,164.0,250.0,32.0,64.0,58.0,5.0
13,Samsun,Ladik,11743.0,12102.0,13433.0,79.0,6010.0,2253.0,1865.0,1110.0,83.0,169.0,162.0,24.0,30.0,32.0,5.0
23,Samsun,Salıpazarı,12454.0,12839.0,14442.0,59.0,7888.0,1732.0,1495.0,887.0,38.0,127.0,215.0,19.0,22.0,25.0,6.0
25,Samsun,Tekkeköy,33533.0,34446.0,38119.0,131.0,18042.0,4496.0,6490.0,3357.0,155.0,465.0,341.0,62.0,65.0,46.0,14.0
15,Samsun,Terme,47729.0,49166.0,55684.0,190.0,29448.0,6140.0,5975.0,3981.0,259.0,992.0,674.0,64.0,103.0,79.0,14.0
17,Samsun,Vezirköprü,57167.0,59016.0,65400.0,262.0,37092.0,7674.0,5284.0,4927.0,322.0,680.0,806.0,80.0,172.0,115.0,15.0
29,Samsun,Yakakent,5699.0,6027.0,6679.0,26.0,2996.0,455.0,1120.0,805.0,115.0,89.0,63.0,10.0,23.0,19.0,4.0
7,Samsun,Çarşamba,86572.0,89225.0,101695.0,339.0,52676.0,13072.0,9792.0,7175.0,517.0,1160.0,1277.0,127.0,185.0,150.0,441.0
35,Samsun,İlkadım,207135.0,211329.0,240646.0,673.0,91139.0,35306.0,44741.0,25066.0,3650.0,3321.0,2654.0,620.0,340.0,202.0,96.0
4,Siirt,Baykan,11061.0,11591.0,14482.0,60.0,4328.0,516.0,278.0,131.0,5542.0,121.0,41.0,7.0,38.0,59.0,0.0
7,Siirt,Eruh,8348.0,8797.0,10574.0,38.0,2097.0,344.0,227.0,98.0,5295.0,31.0,22.0,7.0,19.0,208.0,0.0
10,Siirt,Kurtalan,26855.0,27746.0,34223.0,116.0,6758.0,508.0,369.0,172.0,18523.0,191.0,63.0,7.0,33.0,231.0,0.0
13,Siirt,Pervari,12300.0,12928.0,15319.0,58.0,6785.0,315.0,209.0,471.0,4173.0,63.0,56.0,9.0,48.0,171.0,0.0
16,Siirt,Siirt Merkez,76360.0,78667.0,91019.0,277.0,27718.0,2684.0,1752.0,1151.0,40654.0,864.0,340.0,65.0,110.0,1022.0,0.0
22,Siirt,Tillo,2255.0,2297.0,2579.0,12.0,1796.0,62.0,26.0,21.0,310.0,13.0,12.0,1.0,0.0,14.0,0.0
19,Siirt,Şirvan,9088.0,9436.0,11568.0,53.0,6408.0,476.0,129.0,137.0,1728.0,72.0,39.0,7.0,21.0,71.0,0.0
4,Sinop,Ayancık,15529.0,16062.0,18756.0,101.0,8868.0,884.0,4192.0,954.0,164.0,152.0,155.0,47.0,67.0,46.0,0.0
7,Sinop,Boyabat,27816.0,28656.0,32646.0,166.0,17503.0,2666.0,3784.0,2565.0,302.0,350.0,357.0,67.0,143.0,79.0,0.0
25,Sinop,Dikmen,3324.0,3549.0,4207.0,33.0,2285.0,198.0,424.0,188.0,44.0,34.0,51.0,7.0,65.0,28.0,0.0
10,Sinop,Durağan,11176.0,11585.0,13191.0,92.0,7985.0,1244.0,739.0,737.0,72.0,120.0,140.0,24.0,74.0,41.0,0.0
13,Sinop,Erfelek,7916.0,8333.0,9581.0,55.0,4322.0,300.0,2211.0,696.0,95.0,92.0,70.0,24.0,61.0,45.0,0.0
16,Sinop,Gerze,16520.0,17306.0,19718.0,86.0,8687.0,942.0,4161.0,1725.0,368.0,201.0,205.0,45.0,120.0,66.0,0.0
28,Sinop,Saraydüzü,3987.0,4129.0,4604.0,33.0,2782.0,338.0,378.0,276.0,19.0,72.0,61.0,8.0,31.0,22.0,0.0
19,Sinop,Sinop Merkez,39521.0,40727.0,45729.0,149.0,14365.0,2268.0,15832.0,5027.0,948.0,398.0,263.0,149.0,183.0,88.0,0.0
22,Sinop,Türkeli,9500.0,9763.0,11408.0,50.0,6842.0,722.0,1063.0,507.0,53.0,97.0,143.0,10.0,34.0,29.0,0.0
40,Sivas,Akıncılar,3690.0,3790.0,4307.0,38.0,2492.0,304.0,550.0,207.0,30.0,42.0,42.0,3.0,10.0,9.0,1.0
43,Sivas,Altınyayla,5707.0,5787.0,6554.0,30.0,3984.0,931.0,417.0,171.0,12.0,109.0,69.0,7.0,2.0,4.0,1.0
4,Sivas,Divriği,12448.0,12740.0,13734.0,139.0,2551.0,684.0,7465.0,394.0,1173.0,77.0,40.0,28.0,22.0,12.0,2.0
46,Sivas,Doğanşar,2200.0,2241.0,2554.0,32.0,1689.0,308.0,59.0,83.0,0.0,39.0,17.0,0.0,2.0,3.0,0.0
7,Sivas,Gemerek,14624.0,15076.0,17537.0,81.0,5956.0,2843.0,3616.0,1542.0,144.0,202.0,207.0,33.0,47.0,29.0,5.0
49,Sivas,Gölova,2299.0,2346.0,2713.0,33.0,1679.0,202.0,216.0,112.0,20.0,36.0,21.0,6.0,4.0,3.0,0.0
10,Sivas,Gürün,11993.0,12247.0,14254.0,94.0,5806.0,2201.0,1988.0,1221.0,247.0,292.0,169.0,25.0,28.0,10.0,6.0
13,Sivas,Hafik,7643.0,7766.0,8236.0,87.0,3302.0,845.0,2798.0,259.0,166.0,147.0,85.0,9.0,16.0,15.0,1.0
19,Sivas,Kangal,14296.0,14554.0,16360.0,138.0,5136.0,3346.0,3678.0,1128.0,488.0,146.0,260.0,23.0,25.0,66.0,0.0
22,Sivas,Koyulhisar,8963.0,9360.0,10721.0,69.0,5532.0,1097.0,1275.0,621.0,79.0,131.0,131.0,13.0,45.0,32.0,7.0
25,Sivas,Sivas Merkez,223422.0,226903.0,250365.0,814.0,125459.0,49077.0,20869.0,16833.0,2421.0,4699.0,3030.0,342.0,267.0,227.0,198.0
28,Sivas,Suşehri,16852.0,17264.0,19106.0,107.0,12239.0,1790.0,1059.0,1198.0,67.0,241.0,157.0,20.0,47.0,31.0,3.0
52,Sivas,Ulaş,5885.0,6001.0,6533.0,47.0,2727.0,1514.0,1053.0,327.0,93.0,41.0,103.0,4.0,6.0,11.0,6.0
34,Sivas,Yıldızeli,20588.0,20899.0,24212.0,153.0,12245.0,3784.0,3137.0,690.0,194.0,207.0,268.0,15.0,20.0,25.0,3.0
37,Sivas,Zara,16076.0,16345.0,17936.0,162.0,7467.0,2160.0,4556.0,758.0,723.0,121.0,213.0,31.0,21.0,20.0,6.0
16,Sivas,İmranlı,6137.0,6211.0,6824.0,101.0,1407.0,584.0,3152.0,168.0,713.0,30.0,48.0,13.0,10.0,7.0,5.0
31,Sivas,Şarkışla,24210.0,24765.0,28122.0,162.0,13775.0,3735.0,3925.0,1580.0,293.0,492.0,291.0,26.0,43.0,28.0,22.0
19,Tekirdağ,Ergene,40413.0,41371.0,45530.0,129.0,13216.0,2709.0,15841.0,4790.0,3064.0,255.0,244.0,130.0,95.0,52.0,17.0
7,Tekirdağ,Hayrabolu,21893.0,22649.0,25143.0,98.0,6961.0,932.0,9570.0,3717.0,212.0,132.0,114.0,101.0,82.0,64.0,8.0
21,Tekirdağ,Kapaklı,67101.0,68305.0,77415.0,211.0,28751.0,7520.0,18980.0,5901.0,4404.0,532.0,646.0,168.0,103.0,81.0,15.0
9,Tekirdağ,Malkara,36418.0,37609.0,41622.0,154.0,12849.0,2177.0,14660.0,5387.0,466.0,293.0,223.0,113.0,154.0,88.0,8.0
17,Tekirdağ,Marmaraereğlisi,16158.0,16511.0,18855.0,55.0,4708.0,1084.0,6266.0,1665.0,2111.0,107.0,85.0,57.0,54.0,16.0,5.0
11,Tekirdağ,Muratlı,19401.0,19899.0,21762.0,70.0,5161.0,1125.0,9694.0,2418.0,595.0,125.0,108.0,82.0,55.0,32.0,6.0
13,Tekirdağ,Saray,33660.0,34405.0,37843.0,112.0,9122.0,1878.0,16598.0,4359.0,922.0,325.0,184.0,103.0,107.0,49.0,13.0
23,Tekirdağ,Süleymanpaşa,129025.0,131436.0,146503.0,443.0,43636.0,7453.0,51069.0,18405.0,5473.0,1073.0,856.0,532.0,314.0,167.0,47.0
3,Tekirdağ,Çerkezköy,93009.0,94550.0,107385.0,295.0,36159.0,11208.0,24916.0,7485.0,11060.0,851.0,802.0,194.0,152.0,153.0,29.0
5,Tekirdağ,Çorlu,164576.0,167065.0,187789.0,516.0,49387.0,10648.0,69919.0,20168.0,11035.0,1206.0,987.0,604.0,382.0,163.0,77.0
15,Tekirdağ,Şarköy,22839.0,23517.0,26742.0,89.0,6861.0,1126.0,11026.0,2412.0,932.0,119.0,145.0,84.0,91.0,39.0,4.0
4,Tokat,Almus,13942.0,14256.0,16055.0,77.0,5457.0,1621.0,5144.0,664.0,734.0,125.0,128.0,20.0,26.0,23.0,0.0
7,Tokat,Artova,5794.0,5908.0,6379.0,37.0,3238.0,799.0,1144.0,395.0,84.0,55.0,49.0,12.0,7.0,11.0,0.0
34,Tokat,Başçiftlik,3059.0,3142.0,3829.0,18.0,1820.0,456.0,502.0,178.0,5.0,35.0,37.0,3.0,8.0,15.0,0.0
10,Tokat,Erbaa,59542.0,61276.0,68513.0,249.0,30717.0,10948.0,9193.0,6133.0,275.0,908.0,959.0,90.0,166.0,153.0,0.0
13,Tokat,Niksar,39974.0,41084.0,46111.0,194.0,18364.0,6336.0,9698.0,3595.0,729.0,415.0,605.0,65.0,104.0,63.0,0.0
28,Tokat,Pazar,9172.0,9328.0,10113.0,40.0,5812.0,1324.0,799.0,1001.0,22.0,81.0,84.0,7.0,25.0,17.0,0.0
16,Tokat,Reşadiye,19568.0,20003.0,23046.0,130.0,10201.0,3562.0,3709.0,1244.0,170.0,218.0,343.0,33.0,49.0,39.0,0.0
37,Tokat,Sulusaray,4622.0,4720.0,5310.0,25.0,2817.0,1015.0,386.0,260.0,16.0,54.0,62.0,1.0,6.0,5.0,0.0
19,Tokat,Tokat Merkez,121840.0,123567.0,134476.0,446.0,63547.0,20290.0,19627.0,13094.0,1752.0,1659.0,1365.0,191.0,159.0,156.0,0.0
22,Tokat,Turhal,53374.0,54353.0,60401.0,210.0,24023.0,8033.0,12917.0,5546.0,1119.0,884.0,614.0,101.0,63.0,74.0,0.0
31,Tokat,Yeşilyurt,5428.0,5540.0,6359.0,30.0,3005.0,1180.0,611.0,417.0,46.0,73.0,68.0,3.0,7.0,18.0,0.0
25,Tokat,Zile,38681.0,39321.0,42857.0,207.0,14401.0,5700.0,13687.0,2936.0,1047.0,327.0,419.0,79.0,44.0,41.0,0.0
3,Trabzon,Akçaabat,76795.0,78911.0,89071.0,328.0,43818.0,10415.0,10093.0,8934.0,444.0,1684.0,936.0,162.0,164.0,109.0,36.0
5,Trabzon,Araklı,28144.0,28633.0,34344.0,138.0,19489.0,3958.0,1543.0,1534.0,179.0,964.0,389.0,27.0,37.0,19.0,5.0
7,Trabzon,Arsin,18113.0,18380.0,21038.0,79.0,11989.0,2693.0,1249.0,1326.0,59.0,515.0,207.0,23.0,32.0,15.0,5.0
23,Trabzon,Beşikdüzü,14460.0,14914.0,16871.0,62.0,5236.0,1401.0,4318.0,2852.0,160.0,195.0,147.0,56.0,52.0,35.0,8.0
29,Trabzon,Dernekpazarı,2832.0,2923.0,3332.0,17.0,2086.0,220.0,170.0,167.0,3.0,139.0,33.0,3.0,8.0,2.0,1.0
31,Trabzon,Düzköy,8915.0,9195.0,10682.0,37.0,4823.0,1160.0,1918.0,620.0,85.0,138.0,119.0,18.0,16.0,15.0,3.0
33,Trabzon,Hayrat,5643.0,5736.0,6444.0,40.0,4172.0,766.0,265.0,169.0,9.0,112.0,78.0,5.0,4.0,11.0,52.0
35,Trabzon,Köprübaşı,3099.0,3213.0,3843.0,21.0,2229.0,368.0,150.0,185.0,7.0,102.0,44.0,1.0,2.0,11.0,0.0
11,Trabzon,Maçka,16271.0,16654.0,19243.0,101.0,9571.0,1873.0,2996.0,1091.0,75.0,387.0,199.0,22.0,33.0,18.0,6.0
13,Trabzon,Of,28687.0,29257.0,33135.0,130.0,19253.0,4394.0,1957.0,1214.0,182.0,1152.0,405.0,34.0,54.0,23.0,19.0
37,Trabzon,Ortahisar,200917.0,204700.0,233950.0,679.0,96711.0,27714.0,37082.0,28684.0,2410.0,4845.0,2355.0,554.0,280.0,160.0,122.0
15,Trabzon,Sürmene,16324.0,16770.0,19719.0,90.0,10363.0,2054.0,1781.0,1140.0,95.0,611.0,194.0,28.0,32.0,21.0,5.0
17,Trabzon,Tonya,9969.0,10503.0,11848.0,45.0,5396.0,730.0,2421.0,755.0,204.0,270.0,94.0,34.0,31.0,29.0,5.0
19,Trabzon,Vakfıkebir,17837.0,18407.0,20857.0,83.0,9820.0,2621.0,2576.0,1976.0,83.0,401.0,235.0,40.0,44.0,37.0,4.0
21,Trabzon,Yomra,22464.0,22879.0,26731.0,94.0,12595.0,3392.0,2659.0,2835.0,150.0,432.0,282.0,42.0,45.0,30.0,2.0
27,Trabzon,Çarşıbaşı,10204.0,10547.0,11785.0,45.0,5761.0,1533.0,1194.0,1333.0,46.0,116.0,140.0,16.0,29.0,34.0,2.0
9,Trabzon,Çaykara,9160.0,9521.0,11059.0,59.0,6127.0,968.0,973.0,587.0,58.0,263.0,103.0,21.0,34.0,19.0,7.0
25,Trabzon,Şalpazarı,7986.0,8263.0,9231.0,38.0,5051.0,732.0,1003.0,865.0,24.0,169.0,75.0,16.0,19.0,27.0,5.0
7,Tunceli,Hozat,3725.0,3813.0,4500.0,32.0,409.0,181.0,1447.0,55.0,1601.0,8.0,12.0,5.0,6.0,1.0,0.0
10,Tunceli,Mazgirt,5721.0,5869.0,6718.0,75.0,459.0,189.0,1094.0,47.0,3895.0,6.0,16.0,2.0,2.0,7.0,4.0
13,Tunceli,Nazımiye,2482.0,2572.0,2810.0,28.0,206.0,170.0,872.0,40.0,1165.0,9.0,11.0,1.0,1.0,7.0,0.0
16,Tunceli,Ovacık,4591.0,4691.0,5406.0,64.0,260.0,221.0,1573.0,25.0,2482.0,12.0,5.0,5.0,4.0,3.0,1.0
19,Tunceli,Pertek,7357.0,7568.0,8813.0,61.0,1109.0,620.0,1944.0,110.0,3469.0,29.0,34.0,5.0,19.0,15.0,3.0
22,Tunceli,Pülümür,2644.0,2738.0,3021.0,13.0,216.0,95.0,1181.0,40.0,1088.0,13.0,1.0,3.0,3.0,4.0,0.0
25,Tunceli,Tunceli Merkez,22738.0,23146.0,26984.0,122.0,2245.0,981.0,5186.0,371.0,13790.0,58.0,37.0,23.0,24.0,16.0,7.0
4,Tunceli,Çemişgezek,4936.0,5052.0,6038.0,39.0,2324.0,562.0,1061.0,161.0,729.0,30.0,54.0,7.0,4.0,4.0,0.0
4,Uşak,Banaz,24450.0,25493.0,28094.0,105.0,10006.0,2850.0,7243.0,3450.0,217.0,182.0,244.0,57.0,120.0,81.0,0.0
7,Uşak,Eşme,24278.0,25269.0,27918.0,120.0,9395.0,1531.0,8519.0,3572.0,607.0,183.0,147.0,70.0,116.0,138.0,0.0
10,Uşak,Karahallı,7248.0,7576.0,8491.0,31.0,3417.0,436.0,2139.0,942.0,99.0,101.0,49.0,20.0,26.0,19.0,0.0
13,Uşak,Sivaslı,13653.0,14238.0,15605.0,54.0,5753.0,1238.0,4714.0,1447.0,201.0,81.0,85.0,43.0,47.0,44.0,0.0
16,Uşak,Ulubey,9356.0,9704.0,10595.0,48.0,3362.0,793.0,3559.0,1242.0,154.0,70.0,72.0,25.0,45.0,34.0,0.0
19,Uşak,Uşak Merkez,157022.0,160547.0,175790.0,538.0,68431.0,17824.0,40857.0,19854.0,4917.0,2646.0,1452.0,383.0,370.0,288.0,0.0
17,Van,Bahçesaray,5810.0,6229.0,7746.0,33.0,2856.0,164.0,95.0,100.0,2333.0,117.0,29.0,7.0,25.0,38.0,46.0
3,Van,Başkale,22862.0,23442.0,27749.0,102.0,2440.0,316.0,424.0,166.0,19287.0,73.0,32.0,6.0,41.0,73.0,4.0
21,Van,Edremit,62033.0,63969.0,75697.0,223.0,21023.0,1833.0,1397.0,921.0,35457.0,536.0,250.0,38.0,60.0,486.0,32.0
7,Van,Erciş,75093.0,77752.0,97595.0,311.0,25720.0,3070.0,1378.0,1166.0,42265.0,472.0,364.0,44.0,108.0,489.0,17.0
9,Van,Gevaş,14157.0,14844.0,17662.0,67.0,6209.0,573.0,241.0,168.0,6449.0,299.0,71.0,9.0,29.0,102.0,7.0
11,Van,Gürpınar,15818.0,16551.0,20678.0,83.0,5551.0,298.0,242.0,175.0,8954.0,181.0,37.0,7.0,36.0,335.0,2.0
13,Van,Muradiye,21307.0,22225.0,27446.0,102.0,5303.0,317.0,463.0,228.0,14320.0,172.0,48.0,18.0,52.0,382.0,4.0
23,Van,Saray,9265.0,9690.0,11651.0,41.0,1468.0,262.0,132.0,88.0,7188.0,42.0,20.0,12.0,25.0,25.0,3.0
27,Van,Tuşba,70865.0,73116.0,87062.0,276.0,23326.0,2952.0,1520.0,788.0,40281.0,523.0,402.0,28.0,92.0,918.0,35.0
19,Van,Çaldıran,25300.0,26158.0,32174.0,123.0,5048.0,383.0,468.0,260.0,18747.0,184.0,48.0,12.0,67.0,79.0,4.0
5,Van,Çatak,9450.0,9949.0,11662.0,48.0,2814.0,211.0,225.0,118.0,5847.0,123.0,20.0,12.0,32.0,44.0,4.0
15,Van,Özalp,28211.0,29278.0,35221.0,118.0,3045.0,339.0,391.0,181.0,23974.0,76.0,41.0,18.0,57.0,84.0,5.0
25,Van,İpekyolu,151688.0,156586.0,185524.0,522.0,52834.0,4080.0,3970.0,1633.0,85171.0,1233.0,647.0,87.0,184.0,1698.0,151.0
7,Yalova,Altınova,16475.0,16762.0,18767.0,61.0,7938.0,1247.0,4464.0,1272.0,1080.0,211.0,137.0,39.0,33.0,54.0,0.0
10,Yalova,Armutlu,5882.0,5984.0,6829.0,23.0,2581.0,864.0,1257.0,591.0,361.0,113.0,67.0,22.0,11.0,15.0,0.0
19,Yalova,Termal,3627.0,3711.0,4161.0,12.0,2120.0,236.0,680.0,406.0,69.0,81.0,17.0,9.0,8.0,1.0,0.0
4,Yalova,Yalova Merkez,83448.0,84855.0,97657.0,270.0,35440.0,5727.0,23791.0,8746.0,7405.0,1076.0,724.0,219.0,157.0,163.0,0.0
16,Yalova,Çiftlikköy,23111.0,23562.0,26885.0,80.0,9864.0,1963.0,6883.0,2398.0,1288.0,336.0,212.0,80.0,50.0,37.0,0.0
13,Yalova,Çınarcık,19924.0,20284.0,23879.0,69.0,7844.0,1622.0,6768.0,1676.0,1510.0,178.0,190.0,57.0,63.0,16.0,0.0
4,Yozgat,Akdağmadeni,23309.0,23813.0,29699.0,137.0,13393.0,5365.0,1831.0,1814.0,73.0,326.0,386.0,31.0,40.0,50.0,0.0
31,Yozgat,Aydıncık,6623.0,6730.0,7295.0,35.0,4177.0,1181.0,650.0,363.0,86.0,47.0,88.0,5.0,12.0,14.0,0.0
7,Yozgat,Boğazlıyan,21359.0,21883.0,25176.0,97.0,8959.0,4199.0,5605.0,1792.0,234.0,147.0,319.0,38.0,37.0,29.0,0.0
37,Yozgat,Kadışehri,7026.0,7139.0,7901.0,39.0,4336.0,1632.0,595.0,211.0,18.0,100.0,117.0,5.0,5.0,7.0,0.0
40,Yozgat,Saraykent,6246.0,6351.0,8361.0,35.0,3764.0,1883.0,116.0,298.0,8.0,60.0,97.0,2.0,6.0,12.0,0.0
16,Yozgat,Sarıkaya,19090.0,19499.0,24076.0,108.0,10198.0,5760.0,1007.0,1303.0,76.0,182.0,478.0,9.0,39.0,38.0,0.0
19,Yozgat,Sorgun,48096.0,48833.0,55389.0,223.0,27206.0,12947.0,3024.0,2867.0,449.0,640.0,779.0,49.0,61.0,74.0,0.0
43,Yozgat,Yenifakılı,3701.0,3822.0,4312.0,19.0,1612.0,608.0,941.0,431.0,16.0,17.0,54.0,6.0,9.0,7.0,0.0
25,Yozgat,Yerköy,22984.0,23412.0,27094.0,125.0,11178.0,5052.0,2834.0,2551.0,473.0,384.0,371.0,35.0,58.0,48.0,0.0
28,Yozgat,Yozgat Merkez,60271.0,61346.0,68154.0,267.0,29086.0,17263.0,7191.0,4186.0,450.0,731.0,1118.0,94.0,72.0,80.0,0.0
34,Yozgat,Çandır,2816.0,2877.0,3386.0,15.0,1198.0,695.0,634.0,204.0,4.0,12.0,51.0,2.0,10.0,6.0,0.0
10,Yozgat,Çayıralan,7102.0,7285.0,9546.0,42.0,3528.0,1294.0,1453.0,530.0,70.0,52.0,111.0,14.0,34.0,16.0,0.0
13,Yozgat,Çekerek,12842.0,13119.0,14355.0,70.0,8099.0,2035.0,1427.0,739.0,101.0,199.0,167.0,20.0,26.0,29.0,0.0
22,Yozgat,Şefaatli,9739.0,9932.0,11524.0,71.0,4606.0,2092.0,1267.0,1438.0,42.0,69.0,158.0,13.0,21.0,33.0,0.0
16,Zonguldak,Alaplı,28400.0,29486.0,32480.0,120.0,14552.0,3524.0,6749.0,2127.0,322.0,387.0,394.0,76.0,116.0,63.0,90.0
7,Zonguldak,Devrek,36642.0,38702.0,45179.0,168.0,20376.0,2644.0,8727.0,3049.0,352.0,693.0,338.0,106.0,219.0,118.0,20.0
10,Zonguldak,Ereğli,110877.0,114891.0,128418.0,415.0,48258.0,13796.0,33996.0,8729.0,1894.0,1207.0,1055.0,363.0,390.0,203.0,986.0
