,Şehir,İlçe,Geçerli oy sayısı,Oy kullanan seçmen sayısı,Kayıtlı seçmen sayısı,Sandık sayısı ,AK PARTİ,MHP,CHP,İYİ PARTİ,HDP,SAADET PARTİSİ,CUMHUR İTTİFAKI,MİLLET İTTİFAKI,VATAN PARTİSİ,HÜDA PAR,BĞMZ
15,Eskişehir,Alpu,7486.0,7746.0,8864.0,44.0,3805.0,919.0,1678.0,779.0,83.0,49.0,101.0,15.0,41.0,14.0,2.0
17,Eskişehir,Beylikova,4314.0,4486.0,5095.0,29.0,1777.0,420.0,1265.0,663.0,64.0,29.0,47.0,16.0,21.0,11.0,1.0
21,Eskişehir,Günyüzü,4307.0,4446.0,4925.0,25.0,2699.0,419.0,639.0,410.0,19.0,40.0,43.0,10.0,11.0,15.0,2.0
23,Eskişehir,Han,1434.0,1516.0,1739.0,16.0,561.0,139.0,540.0,139.0,13.0,13.0,13.0,2.0,8.0,6.0,0.0
5,Eskişehir,Mahmudiye,4852.0,5030.0,5764.0,27.0,1857.0,394.0,1382.0,649.0,446.0,46.0,38.0,10.0,12.0,15.0,3.0
25,Eskişehir,Mihalgazi,2377.0,2449.0,2642.0,10.0,1373.0,188.0,405.0,267.0,10.0,91.0,27.0,4.0,6.0,6.0,0.0
7,Eskişehir,Mihalıççık,5722.0,5949.0,7000.0,59.0,2424.0,829.0,1365.0,823.0,51.0,80.0,82.0,9.0,30.0,29.0,0.0
27,Eskişehir,Odunpazarı,260810.0,265075.0,296082.0,847.0,92599.0,24675.0,91176.0,34665.0,10520.0,2890.0,2308.0,1023.0,583.0,251.0,120.0
9,Eskişehir,Sarıcakaya,3510.0,3627.0,4060.0,16.0,2126.0,321.0,577.0,348.0,35.0,44.0,27.0,7.0,13.0,10.0,2.0
11,Eskişehir,Seyitgazi,9680.0,9993.0,10793.0,67.0,4407.0,788.0,3135.0,989.0,173.0,48.0,70.0,16.0,31.0,21.0,2.0
13,Eskişehir,Sivrihisar,13594.0,14074.0,16303.0,94.0,6317.0,1585.0,2711.0,2140.0,425.0,116.0,158.0,33.0,59.0,45.0,5.0
29,Eskişehir,Tepebaşı,231594.0,235873.0,265431.0,768.0,86418.0,21941.0,75030.0,31949.0,9588.0,2666.0,2054.0,971.0,537.0,303.0,137.0
3,Eskişehir,Çifteler,9499.0,9896.0,11484.0,48.0,3541.0,2150.0,2021.0,1170.0,313.0,94.0,130.0,16.0,38.0,24.0,2.0
19,Eskişehir,İnönü,4888.0,5017.0,5352.0,23.0,2542.0,505.0,1165.0,474.0,57.0,64.0,47.0,17.0,8.0,8.0,1.0
3,Gaziantep,Araban,16817.0,17320.0,20271.0,84.0,8865.0,2202.0,1952.0,881.0,2377.0,221.0,149.0,12.0,45.0,113.0,0.0
17,Gaziantep,Karkamış,5969.0,6109.0,6732.0,45.0,2912.0,602.0,1172.0,1004.0,121.0,68.0,34.0,9.0,7.0,40.0,0.0
7,Gaziantep,Nizip,72508.0,74158.0,87621.0,307.0,40113.0,7959.0,8796.0,5583.0,6998.0,1163.0,690.0,113.0,118.0,975.0,0.0
19,Gaziantep,Nurdağı,21780.0,22155.0,25635.0,98.0,12009.0,4638.0,2335.0,1163.0,1133.0,133.0,278.0,22.0,29.0,40.0,0.0
9,Gaziantep,Oğuzeli,17164.0,17438.0,19461.0,115.0,7662.0,4566.0,2772.0,1386.0,227.0,190.0,256.0,18.0,26.0,61.0,0.0
11,Gaziantep,Yavuzeli,11321.0,11562.0,12840.0,59.0,6616.0,970.0,1742.0,615.0,900.0,298.0,79.0,8.0,11.0,82.0,0.0
5,Gaziantep,İslahiye,36430.0,37436.0,43348.0,155.0,19072.0,3231.0,5384.0,3112.0,4616.0,417.0,305.0,50.0,100.0,143.0,0.0
13,Gaziantep,Şahinbey,458183.0,466739.0,549859.0,1568.0,228960.0,62053.0,71880.0,30344.0,50458.0,4884.0,5332.0,709.0,943.0,2620.0,0.0
15,Gaziantep,Şehitkamil,379353.0,386475.0,448736.0,1277.0,189506.0,42252.0,56129.0,24362.0,52563.0,4883.0,3768.0,593.0,668.0,4629.0,0.0
4,Giresun,Alucra,5756.0,5909.0,7393.0,54.0,3805.0,1028.0,252.0,394.0,14.0,109.0,132.0,8.0,9.0,5.0,0.0
7,Giresun,Bulancak,43635.0,44621.0,50136.0,177.0,23263.0,4874.0,9272.0,4327.0,448.0,724.0,456.0,96.0,95.0,80.0,0.0
10,Giresun,Dereli,13566.0,14074.0,16091.0,63.0,9485.0,1103.0,895.0,1662.0,25.0,80.0,197.0,19.0,46.0,54.0,0.0
46,Giresun,Doğankent,4158.0,4272.0,4886.0,20.0,2636.0,502.0,366.0,489.0,31.0,33.0,63.0,10.0,16.0,12.0,0.0
13,Giresun,Espiye,21096.0,21777.0,25516.0,91.0,11270.0,2164.0,3751.0,2893.0,243.0,235.0,324.0,54.0,72.0,90.0,0.0
16,Giresun,Eynesil,8555.0,8827.0,10339.0,37.0,4732.0,735.0,1836.0,876.0,80.0,136.0,94.0,18.0,24.0,24.0,0.0
19,Giresun,Giresun Merkez,84644.0,86368.0,98800.0,307.0,36382.0,7978.0,18110.0,18224.0,1391.0,1073.0,788.0,266.0,227.0,205.0,0.0
22,Giresun,Görele,19834.0,20498.0,24214.0,111.0,9944.0,2041.0,4180.0,2841.0,203.0,218.0,230.0,42.0,72.0,63.0,0.0
49,Giresun,Güce,5349.0,5466.0,6066.0,24.0,3563.0,564.0,610.0,452.0,27.0,48.0,53.0,2.0,19.0,11.0,0.0
25,Giresun,Keşap,13946.0,14358.0,17023.0,76.0,7793.0,1177.0,2453.0,1984.0,116.0,148.0,138.0,36.0,44.0,57.0,0.0
34,Giresun,Piraziz,9130.0,9358.0,10578.0,42.0,4776.0,703.0,2259.0,1047.0,67.0,129.0,72.0,29.0,21.0,27.0,0.0
31,Giresun,Tirebolu,20664.0,21239.0,24540.0,98.0,10433.0,2720.0,3378.0,3328.0,186.0,184.0,285.0,42.0,42.0,66.0,0.0
37,Giresun,Yağlıdere,10053.0,10402.0,12036.0,48.0,6751.0,1073.0,701.0,1084.0,52.0,116.0,151.0,20.0,59.0,46.0,0.0
40,Giresun,Çamoluk,4863.0,4952.0,5760.0,37.0,3791.0,412.0,248.0,187.0,8.0,115.0,64.0,7.0,16.0,15.0,0.0
43,Giresun,Çanakçı,4208.0,4362.0,4942.0,24.0,2238.0,1052.0,436.0,316.0,16.0,37.0,67.0,8.0,15.0,23.0,0.0
28,Giresun,Şebinkarahisar,13406.0,13736.0,15985.0,95.0,8273.0,2154.0,1183.0,1239.0,76.0,157.0,242.0,23.0,35.0,24.0,0.0
4,Gümüşhane,Gümüşhane Merkez,28406.0,29032.0,35848.0,198.0,13879.0,6305.0,2260.0,4465.0,327.0,640.0,394.0,53.0,34.0,49.0,0.0
7,Gümüşhane,Kelkit,20975.0,21316.0,26843.0,136.0,13379.0,3959.0,1155.0,1548.0,179.0,380.0,243.0,20.0,33.0,79.0,0.0
16,Gümüşhane,Köse,4244.0,4317.0,4959.0,24.0,2968.0,840.0,44.0,246.0,3.0,60.0,66.0,2.0,7.0,8.0,0.0
19,Gümüşhane,Kürtün,7758.0,7989.0,9551.0,59.0,4908.0,1427.0,368.0,745.0,31.0,89.0,104.0,13.0,45.0,28.0,0.0
13,Gümüşhane,Torul,7002.0,7246.0,8745.0,65.0,3470.0,1693.0,603.0,864.0,28.0,127.0,140.0,14.0,33.0,30.0,0.0
10,Gümüşhane,Şiran,10473.0,10833.0,14729.0,93.0,5520.0,1975.0,1150.0,1180.0,86.0,279.0,207.0,24.0,26.0,26.0,0.0
7,Hakkari,Hakkari Merkez,40765.0,41990.0,48683.0,153.0,6267.0,1512.0,1493.0,535.0,30363.0,277.0,88.0,17.0,78.0,135.0,0.0
13,Hakkari,Yüksekova,59655.0,61740.0,72921.0,221.0,7010.0,1388.0,1397.0,560.0,48443.0,224.0,107.0,38.0,115.0,373.0,0.0
4,Hakkari,Çukurca,7621.0,7781.0,10729.0,33.0,1255.0,844.0,325.0,203.0,4875.0,34.0,51.0,7.0,15.0,12.0,0.0
10,Hakkari,Şemdinli,27525.0,28765.0,35925.0,104.0,11012.0,1018.0,818.0,335.0,13656.0,170.0,156.0,25.0,63.0,272.0,0.0
3,Hatay,Altınözü,31198.0,31809.0,35942.0,124.0,18393.0,7280.0,3231.0,1056.0,423.0,215.0,471.0,37.0,43.0,49.0,0.0
25,Hatay,Antakya,209194.0,212110.0,236374.0,683.0,93011.0,25919.0,56913.0,12589.0,15709.0,2337.0,1926.0,394.0,182.0,214.0,0.0
27,Hatay,Arsuz,54532.0,55225.0,60827.0,184.0,8501.0,4893.0,31901.0,2207.0,6317.0,183.0,258.0,140.0,72.0,60.0,0.0
21,Hatay,Belen,20616.0,20961.0,23018.0,70.0,8833.0,5044.0,3120.0,2580.0,401.0,282.0,251.0,35.0,44.0,26.0,0.0
29,Hatay,Defne,93086.0,94272.0,104137.0,302.0,4877.0,1645.0,58481.0,1803.0,25540.0,219.0,105.0,192.0,126.0,98.0,0.0
5,Hatay,Dörtyol,71252.0,72574.0,82689.0,239.0,25173.0,15744.0,12779.0,8629.0,6861.0,1030.0,690.0,112.0,86.0,148.0,0.0
19,Hatay,Erzin,24772.0,25191.0,28605.0,88.0,7192.0,4740.0,5806.0,2980.0,3459.0,240.0,231.0,46.0,31.0,47.0,0.0
7,Hatay,Hassa,31078.0,31908.0,36231.0,121.0,18187.0,4838.0,2578.0,4018.0,360.0,586.0,299.0,46.0,80.0,86.0,0.0
23,Hatay,Kumlu,6994.0,7110.0,8090.0,30.0,3558.0,1600.0,1221.0,440.0,35.0,62.0,59.0,5.0,6.0,8.0,0.0
11,Hatay,Kırıkhan,64052.0,64937.0,73575.0,235.0,36724.0,13308.0,6478.0,4789.0,1308.0,530.0,656.0,71.0,86.0,102.0,0.0
31,Hatay,Payas,24290.0,24703.0,27355.0,80.0,10012.0,4788.0,4932.0,1810.0,1821.0,481.0,255.0,45.0,42.0,104.0,0.0
13,Hatay,Reyhanlı,44372.0,45331.0,54641.0,173.0,22137.0,12861.0,5606.0,1768.0,737.0,464.0,603.0,54.0,64.0,78.0,0.0
15,Hatay,Samandağ,69604.0,70605.0,80101.0,236.0,3428.0,1531.0,40176.0,1448.0,22453.0,128.0,110.0,130.0,137.0,63.0,0.0
17,Hatay,Yayladağı,16764.0,17148.0,18190.0,77.0,9483.0,3150.0,2415.0,880.0,308.0,207.0,222.0,30.0,29.0,40.0,0.0
9,Hatay,İskenderun,149476.0,151398.0,171301.0,482.0,50676.0,23838.0,45508.0,12914.0,12913.0,1225.0,1432.0,320.0,262.0,388.0,0.0
34,Isparta,Aksu,3028.0,3216.0,3664.0,22.0,1520.0,214.0,707.0,415.0,32.0,35.0,20.0,7.0,49.0,29.0,0.0
4,Isparta,Atabey,3843.0,3944.0,4209.0,18.0,1944.0,288.0,400.0,1015.0,76.0,52.0,29.0,13.0,15.0,11.0,0.0
7,Isparta,Eğirdir,20659.0,21439.0,24117.0,94.0,10503.0,2367.0,2956.0,3941.0,207.0,202.0,262.0,52.0,73.0,96.0,0.0
10,Isparta,Gelendost,10153.0,10571.0,12257.0,43.0,4078.0,1381.0,2547.0,1711.0,54.0,158.0,110.0,25.0,58.0,31.0,0.0
37,Isparta,Gönen,5179.0,5296.0,5741.0,22.0,2109.0,507.0,1387.0,904.0,127.0,57.0,41.0,13.0,24.0,10.0,0.0
13,Isparta,Isparta Merkez,153296.0,156139.0,172136.0,493.0,70296.0,19739.0,24849.0,29824.0,3440.0,2570.0,1522.0,450.0,355.0,251.0,0.0
16,Isparta,Keçiborlu,9803.0,10180.0,11165.0,45.0,4801.0,979.0,1824.0,1776.0,60.0,170.0,98.0,25.0,31.0,39.0,0.0
19,Isparta,Senirkent,7543.0,7823.0,8967.0,37.0,2989.0,1244.0,1141.0,1879.0,52.0,51.0,100.0,23.0,34.0,30.0,0.0
22,Isparta,Sütçüler,7375.0,7676.0,8663.0,46.0,5225.0,592.0,470.0,815.0,33.0,83.0,87.0,11.0,34.0,25.0,0.0
28,Isparta,Uluborlu,4193.0,4313.0,5064.0,20.0,1869.0,451.0,838.0,843.0,72.0,44.0,32.0,14.0,15.0,15.0,0.0
31,Isparta,Yalvaç,28325.0,29383.0,34971.0,124.0,13352.0,4989.0,4530.0,4136.0,220.0,400.0,400.0,65.0,127.0,106.0,0.0
40,Isparta,Yenişarbademli,1489.0,1545.0,1769.0,7.0,659.0,109.0,411.0,262.0,13.0,11.0,9.0,4.0,8.0,3.0,0.0
25,Isparta,Şarkikaraağaç,16720.0,17344.0,19693.0,73.0,7750.0,2589.0,2344.0,3265.0,117.0,285.0,196.0,36.0,74.0,64.0,0.0
4,Iğdır,Aralık,9190.0,9434.0,12697.0,48.0,2122.0,1682.0,217.0,314.0,4000.0,740.0,37.0,9.0,51.0,18.0,0.0
7,Iğdır,Iğdır Merkez,64231.0,65695.0,83206.0,245.0,11619.0,16194.0,1428.0,4072.0,29321.0,843.0,445.0,83.0,110.0,116.0,0.0
13,Iğdır,Karakoyunlu,6731.0,6844.0,8995.0,33.0,1376.0,2160.0,136.0,333.0,2538.0,92.0,51.0,6.0,14.0,25.0,0.0
10,Iğdır,Tuzluca,10963.0,11324.0,14757.0,82.0,2620.0,1849.0,360.0,617.0,5198.0,161.0,74.0,17.0,28.0,39.0,0.0
3,Kahramanmaraş,Afşin,45498.0,46484.0,54233.0,186.0,21671.0,11474.0,4514.0,5053.0,1313.0,511.0,706.0,46.0,101.0,109.0,0.0
5,Kahramanmaraş,Andırın,21665.0,22315.0,25097.0,97.0,10897.0,3383.0,3758.0,2711.0,134.0,328.0,212.0,30.0,120.0,92.0,0.0
21,Kahramanmaraş,Dulkadiroğlu,125883.0,128120.0,140478.0,429.0,85364.0,18166.0,7596.0,8018.0,3254.0,1565.0,1354.0,121.0,214.0,231.0,0.0
17,Kahramanmaraş,Ekinözü,7303.0,7517.0,8304.0,32.0,3885.0,1029.0,819.0,776.0,615.0,62.0,63.0,8.0,20.0,26.0,0.0
7,Kahramanmaraş,Elbistan,81005.0,82618.0,95724.0,320.0,36887.0,14943.0,11198.0,10248.0,5016.0,1324.0,1008.0,112.0,137.0,132.0,0.0
9,Kahramanmaraş,Göksun,31108.0,31935.0,36557.0,144.0,16384.0,6590.0,3078.0,3250.0,522.0,581.0,460.0,40.0,110.0,93.0,0.0
19,Kahramanmaraş,Nurhak,7290.0,7526.0,9068.0,34.0,1884.0,795.0,3215.0,445.0,732.0,118.0,42.0,16.0,31.0,12.0,0.0
23,Kahramanmaraş,Onikişubat,237365.0,240607.0,262684.0,774.0,150620.0,38032.0,12803.0,25555.0,2608.0,3981.0,2586.0,333.0,355.0,492.0,0.0
11,Kahramanmaraş,Pazarcık,38467.0,39585.0,45609.0,172.0,15230.0,4494.0,9604.0,1897.0,6468.0,180.0,362.0,56.0,81.0,95.0,0.0
13,Kahramanmaraş,Türkoğlu,39873.0,40720.0,45008.0,150.0,25342.0,5643.0,3018.0,3286.0,771.0,1080.0,513.0,28.0,88.0,104.0,0.0
15,Kahramanmaraş,Çağlayancerit,13333.0,13713.0,15915.0,52.0,6844.0,1368.0,1830.0,2044.0,819.0,118.0,82.0,17.0,66.0,145.0,0.0
4,Karabük,Eflani,5733.0,5998.0,6967.0,62.0,3676.0,613.0,549.0,619.0,31.0,89.0,71.0,15.0,49.0,21.0,0.0
7,Karabük,Eskipazar,8467.0,8760.0,9966.0,65.0,4965.0,1411.0,661.0,960.0,35.0,182.0,166.0,13.0,48.0,26.0,0.0
10,Karabük,Karabük Merkez,78148.0,79991.0,91193.0,282.0,42395.0,11089.0,11288.0,9801.0,808.0,1288.0,961.0,175.0,215.0,128.0,0.0
13,Karabük,Ovacık,2653.0,2767.0,2991.0,44.0,1668.0,252.0,329.0,288.0,11.0,29.0,21.0,6.0,32.0,17.0,0.0
16,Karabük,Safranbolu,41066.0,42081.0,47753.0,184.0,19916.0,5008.0,9050.0,5129.0,517.0,713.0,406.0,128.0,116.0,83.0,0.0
19,Karabük,Yenice,13990.0,14808.0,16630.0,74.0,6826.0,1901.0,2867.0,1693.0,84.0,304.0,138.0,37.0,92.0,48.0,0.0
10,Karaman,Ayrancı,5484.0,5701.0,6484.0,34.0,2677.0,729.0,1208.0,682.0,28.0,50.0,54.0,9.0,32.0,15.0,0.0
16,Karaman,Başyayla,2288.0,2384.0,2756.0,13.0,1221.0,630.0,126.0,219.0,5.0,28.0,32.0,2.0,17.0,8.0,0.0
4,Karaman,Ermenek,17700.0,18511.0,21208.0,92.0,7627.0,2208.0,3691.0,3366.0,134.0,192.0,199.0,50.0,137.0,96.0,0.0
7,Karaman,Karaman Merkez,117772.0,120080.0,131427.0,438.0,64428.0,18035.0,17482.0,12166.0,1406.0,2087.0,1496.0,221.0,267.0,184.0,0.0
13,Karaman,Kazımkarabekir,2686.0,2742.0,3016.0,14.0,1655.0,379.0,311.0,252.0,15.0,23.0,38.0,3.0,6.0,4.0,0.0
19,Karaman,Sarıveliler,7042.0,7412.0,8609.0,36.0,2890.0,845.0,1790.0,1199.0,83.0,51.0,58.0,15.0,62.0,49.0,0.0
25,Kars,Akyaka,5439.0,5592.0,7383.0,37.0,2354.0,589.0,1463.0,669.0,247.0,24.0,47.0,10.0,16.0,20.0,0.0
4,Kars,Arpaçay,9274.0,9555.0,12163.0,58.0,3807.0,948.0,1831.0,1356.0,1097.0,47.0,96.0,19.0,36.0,37.0,0.0
7,Kars,Digor,10856.0,11217.0,13731.0,61.0,1565.0,97.0,201.0,100.0,8769.0,19.0,21.0,5.0,50.0,29.0,0.0
13,Kars,Kars Merkez,57475.0,58935.0,71904.0,241.0,17739.0,4032.0,11624.0,6094.0,16794.0,391.0,369.0,130.0,139.0,163.0,0.0
10,Kars,Kağızman,22074.0,22854.0,28383.0,113.0,9489.0,1382.0,858.0,718.0,9221.0,113.0,138.0,23.0,64.0,68.0,0.0
16,Kars,Sarıkamış,19993.0,20735.0,25957.0,100.0,9980.0,2095.0,1631.0,886.0,4901.0,206.0,186.0,18.0,46.0,44.0,0.0
19,Kars,Selim,12236.0,12708.0,15194.0,71.0,6148.0,640.0,1487.0,433.0,3184.0,148.0,91.0,14.0,47.0,44.0,0.0
22,Kars,Susuz,5704.0,5871.0,7061.0,33.0,1709.0,362.0,1112.0,341.0,2072.0,25.0,45.0,3.0,16.0,19.0,0.0
4,Kastamonu,Abana,2788.0,2862.0,3293.0,22.0,1516.0,282.0,699.0,196.0,23.0,26.0,31.0,8.0,4.0,3.0,0.0
7,Kastamonu,Araç,12820.0,13284.0,15078.0,138.0,7472.0,1465.0,2279.0,1163.0,35.0,130.0,136.0,27.0,67.0,46.0,0.0
10,Kastamonu,Azdavay,4979.0,5202.0,6112.0,57.0,2234.0,616.0,1278.0,604.0,30.0,50.0,63.0,25.0,43.0,36.0,0.0
52,Kastamonu,Ağlı,1987.0,2067.0,2395.0,25.0,1092.0,452.0,177.0,192.0,8.0,18.0,29.0,4.0,7.0,8.0,0.0
13,Kastamonu,Bozkurt,6611.0,6868.0,7879.0,49.0,4099.0,1072.0,568.0,581.0,26.0,101.0,101.0,10.0,39.0,14.0,0.0
16,Kastamonu,Cide,14247.0,14848.0,18047.0,108.0,8241.0,1485.0,2668.0,1201.0,131.0,125.0,180.0,37.0,106.0,73.0,0.0
22,Kastamonu,Daday,5913.0,6127.0,7041.0,68.0,2495.0,1125.0,1454.0,594.0,33.0,71.0,63.0,15.0,32.0,31.0,0.0
25,Kastamonu,Devrekani,8521.0,8765.0,9896.0,68.0,4744.0,1635.0,935.0,875.0,31.0,73.0,134.0,15.0,49.0,30.0,0.0
55,Kastamonu,Doğanyurt,3555.0,3763.0,4635.0,29.0,2235.0,637.0,274.0,216.0,27.0,36.0,64.0,4.0,32.0,30.0,0.0
58,Kastamonu,Hanönü,2807.0,2912.0,3305.0,26.0,1354.0,427.0,665.0,233.0,16.0,18.0,33.0,8.0,37.0,16.0,0.0
31,Kastamonu,Kastamonu Merkez,88818.0,90709.0,102847.0,404.0,38013.0,22142.0,16273.0,8985.0,778.0,820.0,1235.0,195.0,224.0,153.0,0.0
34,Kastamonu,Küre,3729.0,3896.0,4494.0,45.0,2039.0,678.0,516.0,326.0,18.0,30.0,67.0,10.0,35.0,10.0,0.0
46,Kastamonu,Pınarbaşı,3751.0,3939.0,4766.0,35.0,2166.0,390.0,633.0,365.0,25.0,67.0,33.0,13.0,36.0,23.0,0.0
61,Kastamonu,Seydiler,2801.0,2871.0,3195.0,27.0,1547.0,475.0,398.0,302.0,11.0,21.0,29.0,2.0,8.0,8.0,0.0
37,Kastamonu,Taşköprü,25757.0,26474.0,30579.0,170.0,12943.0,5351.0,3654.0,2974.0,69.0,156.0,388.0,61.0,90.0,71.0,0.0
40,Kastamonu,Tosya,28379.0,29129.0,32513.0,136.0,16515.0,6966.0,1815.0,1905.0,104.0,288.0,575.0,31.0,104.0,76.0,0.0
19,Kastamonu,Çatalzeytin,4543.0,4755.0,5530.0,47.0,2836.0,507.0,646.0,324.0,39.0,75.0,55.0,15.0,27.0,19.0,0.0
43,Kastamonu,İhsangazi,3657.0,3778.0,4273.0,35.0,2181.0,766.0,288.0,282.0,16.0,21.0,61.0,6.0,21.0,15.0,0.0
28,Kastamonu,İnebolu,13309.0,13858.0,15896.0,106.0,8274.0,1685.0,1571.0,1219.0,75.0,138.0,186.0,34.0,80.0,47.0,0.0
49,Kastamonu,Şenpazar,2932.0,3084.0,3859.0,31.0,1904.0,315.0,359.0,217.0,29.0,17.0,33.0,6.0,34.0,18.0,0.0
23,Kayseri,Akkışla,4084.0,4339.0,5063.0,22.0,1708.0,626.0,834.0,707.0,38.0,42.0,59.0,13.0,35.0,19.0,3.0
3,Kayseri,Bünyan,18132.0,18562.0,19362.0,83.0,7922.0,4926.0,1928.0,2189.0,416.0,338.0,312.0,30.0,33.0,34.0,4.0
5,Kayseri,Develi,40729.0,41691.0,46331.0,161.0,21638.0,10416.0,3354.0,3576.0,205.0,586.0,764.0,54.0,50.0,74.0,12.0
7,Kayseri,Felahiye,3624.0,3771.0,4619.0,20.0,1533.0,778.0,711.0,437.0,16.0,54.0,71.0,5.0,9.0,7.0,3.0
31,Kayseri,Hacılar,8290.0,8471.0,8904.0,30.0,5620.0,1376.0,504.0,519.0,34.0,96.0,104.0,7.0,11.0,16.0,3.0
27,Kayseri,Kocasinan,241975.0,246820.0,271577.0,782.0,121284.0,50304.0,30127.0,25858.0,5291.0,4019.0,3534.0,412.0,347.0,499.0,300.0
29,Kayseri,Melikgazi,341828.0,347243.0,380506.0,1062.0,174859.0,71521.0,39504.0,36926.0,6128.0,6300.0,4736.0,609.0,428.0,514.0,303.0
11,Kayseri,Pınarbaşı,14204.0,14533.0,17042.0,141.0,4972.0,3012.0,1917.0,3506.0,335.0,142.0,203.0,36.0,32.0,41.0,8.0
13,Kayseri,Sarıoğlan,9318.0,9586.0,10853.0,47.0,4066.0,2120.0,1733.0,851.0,210.0,138.0,137.0,9.0,21.0,30.0,3.0
15,Kayseri,Sarız,6393.0,6598.0,7845.0,49.0,1879.0,1587.0,1097.0,901.0,711.0,67.0,106.0,12.0,19.0,14.0,0.0
25,Kayseri,Talas,91971.0,93266.0,103995.0,298.0,38054.0,21180.0,14240.0,12940.0,1843.0,1810.0,1293.0,223.0,167.0,86.0,135.0
17,Kayseri,Tomarza,14611.0,14999.0,16643.0,78.0,7151.0,3707.0,1714.0,1425.0,91.0,217.0,233.0,17.0,28.0,23.0,5.0
19,Kayseri,Yahyalı,23693.0,24096.0,26262.0,94.0,15292.0,4607.0,1261.0,1643.0,111.0,418.0,277.0,18.0,25.0,37.0,4.0
21,Kayseri,Yeşilhisar,10886.0,11179.0,12217.0,49.0,5283.0,1856.0,2037.0,1236.0,91.0,146.0,164.0,18.0,22.0,27.0,6.0
33,Kayseri,Özvatan,2934.0,3034.0,3382.0,15.0,1282.0,853.0,365.0,286.0,14.0,36.0,83.0,3.0,4.0,7.0,1.0
9,Kayseri,İncesu,16030.0,16538.0,18028.0,64.0,8337.0,3207.0,1559.0,1607.0,659.0,324.0,220.0,18.0,43.0,51.0,5.0
7,Kilis,Elbeyli,3491.0,3532.0,4062.0,29.0,1649.0,767.0,603.0,344.0,34.0,28.0,37.0,4.0,7.0,18.0,0.0
4,Kilis,Kilis Merkez,60099.0,61513.0,70145.0,255.0,29094.0,12348.0,9072.0,6485.0,1235.0,819.0,699.0,118.0,92.0,137.0,0.0
10,Kilis,Musabeyli,6993.0,7178.0,8114.0,54.0,4265.0,1361.0,647.0,427.0,59.0,115.0,82.0,3.0,17.0,17.0,0.0
13,Kilis,Polateli,2841.0,2906.0,3295.0,23.0,1698.0,501.0,253.0,290.0,19.0,34.0,27.0,5.0,9.0,5.0,0.0
15,Kocaeli,Başiskele,60263.0,61256.0,66499.0,197.0,33942.0,6591.0,8762.0,6074.0,1957.0,1995.0,627.0,140.0,75.0,84.0,16.0
19,Kocaeli,Darıca,120889.0,123036.0,138467.0,379.0,57063.0,14129.0,21606.0,10064.0,14129.0,1963.0,1226.0,261.0,187.0,185.0,76.0
13,Kocaeli,Derince,91069.0,92891.0,103074.0,294.0,39966.0,10398.0,20320.0,11049.0,6000.0,1799.0,946.0,276.0,144.0,136.0,35.0
21,Kocaeli,Dilovası,26604.0,27398.0,31109.0,90.0,12058.0,2401.0,1560.0,1433.0,8381.0,307.0,250.0,26.0,35.0,145.0,8.0
3,Kocaeli,Gebze,227854.0,232259.0,259788.0,715.0,112770.0,29023.0,41731.0,20377.0,15278.0,4659.0,2623.0,562.0,391.0,287.0,153.0
5,Kocaeli,Gölcük,102434.0,104307.0,116600.0,332.0,48370.0,10054.0,23437.0,12761.0,3601.0,2509.0,1065.0,329.0,162.0,115.0,31.0
7,Kocaeli,Kandıra,32759.0,33992.0,35546.0,180.0,16528.0,4504.0,5747.0,3568.0,1080.0,644.0,369.0,72.0,147.0,87.0,13.0
9,Kocaeli,Karamürsel,36742.0,37511.0,42745.0,136.0,18182.0,3261.0,7999.0,4477.0,1008.0,1222.0,358.0,103.0,69.0,51.0,12.0
25,Kocaeli,Kartepe,73066.0,74625.0,81922.0,234.0,39006.0,7843.0,12719.0,7501.0,3103.0,1674.0,774.0,201.0,111.0,120.0,14.0
11,Kocaeli,Körfez,100433.0,102402.0,114658.0,326.0,43784.0,12194.0,18551.0,10726.0,11111.0,2458.0,951.0,271.0,166.0,198.0,23.0
17,Kocaeli,Çayırova,77289.0,78674.0,88216.0,242.0,37734.0,9500.0,14685.0,5248.0,7221.0,1699.0,842.0,121.0,89.0,121.0,29.0
23,Kocaeli,İzmit,226260.0,230498.0,255778.0,752.0,97268.0,22554.0,58348.0,29367.0,9991.0,5021.0,2120.0,749.0,438.0,314.0,90.0
49,Konya,Ahırlı,3004.0,3140.0,3592.0,19.0,1741.0,490.0,234.0,396.0,9.0,59.0,47.0,4.0,12.0,10.0,2.0
33,Konya,Akören,3681.0,3802.0,4300.0,19.0,2427.0,600.0,174.0,363.0,8.0,41.0,50.0,5.0,6.0,7.0,0.0
3,Konya,Akşehir,58706.0,60479.0,70004.0,223.0,29264.0,8526.0,9637.0,8520.0,848.0,725.0,744.0,124.0,183.0,119.0,16.0
35,Konya,Altınekin,8972.0,9098.0,9707.0,44.0,6346.0,1320.0,465.0,515.0,27.0,209.0,67.0,6.0,4.0,13.0,0.0
5,Konya,Beyşehir,46354.0,47642.0,53130.0,183.0,25395.0,8039.0,3458.0,7443.0,211.0,950.0,571.0,74.0,101.0,99.0,13.0
7,Konya,Bozkır,16355.0,16983.0,19540.0,87.0,9258.0,3183.0,1466.0,1662.0,105.0,305.0,213.0,23.0,44.0,37.0,59.0
